,0
441,6304.777
442,6293.205
443,6258.098
444,6277.458
445,6275.19
446,6273.45
447,6287.831
448,6253.083
449,6226.313
450,6218.353
451,6246.817
452,6233.511
453,6241.138
454,6224.923
455,6210.014
456,6243.041
457,6275.348
458,6299.092
459,6309.414
460,6307.896
461,6337.302
462,6379.224
463,6419.281
464,6437.312
465,6433.896
466,6436.663
467,6442.527
468,6449.907
469,6462.858
470,6472.951
471,6472.115
472,6461.732
473,6465.602
474,6477.856
475,6478.81
476,6468.895
477,6462.047
478,6462.202
479,6460.83
480,6451.646
481,6472.169
482,6492.036
483,6491.075
484,6488.99
485,6488.365
486,6485.927
487,6500.312
488,6501.421
489,6503.926
490,6520.819
491,6509.466
492,6506.846
493,6482.769
494,6490.408
495,6485.72
496,6478.483
497,6483.911
498,6487.882
499,6467.134
500,6482.409
501,6485.595
502,6511.832
503,6499.555
504,6499.753
505,6503.123
506,6486.169
507,6480.527
508,6452.916
509,6472.026
510,6477.122
511,6454.354
512,6420.354
513,6414.982
514,6411.849
515,6435.844
516,6439.258
517,6429.074
518,6439.24
519,6419.287
520,6421.388
521,6428.698
522,6432.879
523,6452.001
524,6442.445
525,6424.238
526,6442.461
527,6447.583
528,6458.019
529,6440.995
530,6435.059
531,6398.564
532,6348.935
533,6361.638
534,6358.334
535,6339.186
536,6352.923
537,6358.408
538,6368.547
539,6382.57
540,6395.772
541,6425.014
542,6440.019
543,6445.966
544,6457.876
545,6443.505
546,6426.292
547,6419.304
548,6410.734
549,6409.118
550,6411.278
551,6418.977
552,6425.848
553,6436.443
554,6426.244
555,6411.048
556,6429.405
557,6427.529
558,6428.966
559,6437.536
560,6434.694
561,6432.107
562,6434.857
563,6453.776
564,6440.304
565,6440.181
566,6425.754
567,6422.801
568,6420.172
569,6394.999
570,6408.187
571,6430.866
572,6428.001
573,6422.918
574,6432.454
575,6434.21
576,6434.261
577,6432.149
578,6437.75
579,6423.589
580,6428.045
581,6419.315
582,6420.071
583,6422.441
584,6381.476
585,6371.492
586,6385.799
587,6402.026
588,6386.666
589,6374.503
590,6352.677
591,6343.39
592,6353.251
593,6356.954
594,6372.624
595,6389.815
596,6414.983
597,6407.582
598,6403.704
599,6411.824
600,6396.883
601,6388.651
602,6391.792
603,6392.608
604,6353.564
605,6378.541
606,6404.401
607,6414.889
608,6435.348
609,6473.558
610,6468.589
611,6492.972
612,6490.33
613,6511.088
614,6528.67
615,6523.237
616,6516.72
617,6525.211
618,6516.453
619,6509.427
620,6494.316
621,6489.617
622,6502.805
623,6507.612
624,6498.225
625,6504.891
626,6504.263
627,6497.849
628,6487.2
629,6517.984
630,6518.676
631,6533.406
632,6523.772
633,6510.658
634,6523.554
635,6524.821
636,6509.242
637,6492.93
638,6471.053
639,6362.77
640,6374.656
641,6360.336
642,6373.161
643,6328.02
644,6323.44
645,6292.666
646,6300.957
647,6291.636
648,6324.744
649,6320.654
650,6325.872
651,6320.422
652,6305.513
653,6285.765
654,6309.829
655,6303.954
656,6320.032
657,6286.617
658,6298.427
659,6310.342
660,6303.665
661,6290.103
662,6301.927
663,6285.918
664,6285.205
665,6278.158
666,6292.807
667,6322.764
668,6331.096
669,6325.22
670,6334.506
671,6334.066
672,6325.306
673,6326.046
674,6344.181
675,6344.706
676,6335.609
677,6329.594
678,6323.843
679,6339.839
680,6339.887
681,6329.027
682,6328.632
683,6342.033
684,6342.004
685,6352.864
686,6339.976
687,6347.964
688,6340.406
689,6353.606
690,6361.056
691,6347.41
692,6343.754
693,6381.157
694,6388.932
695,6393.102
696,6405.901
697,6399.573
698,6392.714
699,6386.649
700,6379.236
701,6385.635
702,6397.333
703,6391.706
704,6385.3
705,6377.988
706,6384.553
707,6373.359
708,6388.368
709,6374.659
710,6370.583
711,6363.931
712,6340.277
713,6327.692
714,6350.208
715,6337.017
716,6318.758
717,6313.046
718,6289.141
719,6241.516
720,6229.818
721,6254.489
722,6230.223
723,6236.76
724,6216.588
725,6230.735
726,6217.658
727,6245.621
728,6286.909
729,6300.85
730,6276.489
731,6287.653
732,6279.121
733,6277.677
734,6283.559
735,6287.05
736,6288.175
737,6281.284
738,6288.918
739,6296.784
740,6318.145
741,6320.257
742,6314.579
743,6307.361
744,6302.458
745,6313.628
746,6298.791
747,6292.08
748,6317.648
749,6320.635
750,6308.024
751,6315.039
752,6323.109
753,6324.337
754,6332.69
755,6328.086
756,6364.517
757,6362.447
758,6372.554
759,6400.246
760,6427.198
761,6423.428
762,6426.18
763,6435.084
764,6447.693
765,6451.045
766,6458.284
767,6464.206
768,6466.962
769,6471.172
770,6456.697
771,6463.831
772,6467.637
773,6486.425
774,6463.809
775,6467.943
776,6476.433
777,6471.388
778,6465.502
779,6475.629
780,6469.003
781,6467.907
782,6482.738
783,6480.929
784,6485.008
785,6471.431
786,6474.388
787,6484.16
788,6481.902
789,6491.357
790,6484.432
791,6484.831
792,6476.261
793,6464.08
794,6452.362
795,6457.229
796,6426.725
797,6438.042
798,6444.081
799,6450.51
800,6469.492
801,6478.511
802,6486.297
803,6480.804
804,6474.743
805,6481.351
806,6478.622
807,6467.436
808,6401.337
809,6413.149
810,6409.738
811,6430.659
812,6420.772
813,6442.063
814,6457.587
815,6470.987
816,6479.088
817,6487.565
818,6509.282
819,6518.737
820,6521.161
821,6519.51
822,6508.629
823,6504.807
824,6498.15
825,6489.119
826,6491.485
827,6495.257
828,6495.827
829,6499.759
830,6476.777
831,6488.045
832,6490.572
833,6497.244
834,6502.372
835,6494.59
836,6498.238
837,6498.986
838,6501.018
839,6503.769
840,6481.481
841,6435.391
842,6438.241
843,6453.013
844,6450.1
845,6475.281
846,6479.554
847,6478.808
848,6501.966
849,6516.87
850,6533.929
851,6537.882
852,6529.447
853,6540.757
854,6539.466
855,6543.467
856,6544.439
857,6552.087
858,6544.336
859,6546.806
860,6541.0
861,6554.728
862,6552.105
863,6563.354
864,6561.158
865,6551.681
866,6548.407
867,6528.037
868,6529.485
869,6527.814
870,6528.256
871,6529.373
872,6530.39
873,6522.887
874,6524.477
875,6513.799
876,6509.407
877,6502.902
878,6509.679
879,6502.841
880,6512.331
881,6517.359
882,6512.038
883,6523.877
884,6511.636
885,6473.387
886,6485.678
887,6483.044
888,6492.856
889,6484.919
890,6455.835
891,6441.435
892,6433.821
893,6421.967
894,6435.763
895,6428.794
896,6428.518
897,6450.058
898,6452.049
899,6452.206
900,6456.999
901,6470.867
902,6465.882
903,6460.255
904,6469.055
905,6484.232
906,6489.481
907,6506.995
908,6507.95
909,6494.98
910,6498.926
911,6505.29
912,6483.745
913,6480.156
914,6461.805
915,6476.495
916,6479.837
917,6455.13
918,6442.355
919,6465.315
920,6454.103
921,6458.322
922,6485.813
923,6515.443
924,6504.677
925,6485.397
926,6483.732
927,6482.601
928,6484.302
929,6488.977
930,6481.653
931,6475.779
932,6475.526
933,6460.26
934,6458.827
935,6462.593
936,6461.001
937,6447.157
938,6457.471
939,6469.196
940,6473.493
941,6480.061
942,6467.018
943,6456.509
944,6468.817
945,6487.649
946,6489.398
947,6485.606
948,6485.715
949,6510.445
950,6510.665
951,6500.95
952,6495.003
953,6503.178
954,6504.412
955,6495.953
956,6461.783
957,6462.06
958,6407.543
959,6467.104
960,6490.967
961,6476.57
962,6453.572
963,6501.639
964,6520.643
965,6524.178
966,6519.406
967,6520.181
968,6527.992
969,6528.523
970,6535.094
971,6536.965
972,6539.36
973,6538.742
974,6538.313
975,6547.432
976,6562.837
977,6562.75
978,6578.275
979,6571.326
980,6583.886
981,6568.659
982,6611.895
983,6609.204
984,6617.216
985,6597.755
986,6619.83
987,6598.465
988,6590.025
989,6615.007
990,6622.878
991,6617.358
992,6615.007
993,6620.49
994,6617.428
995,6627.568
996,6611.727
997,6621.527
998,6640.462
999,6647.529
1000,6653.921
1001,6639.873
1002,6649.672
1003,6645.549
1004,6649.242
1005,6647.587
1006,6654.275
1007,6644.188
1008,6633.31
1009,6624.856
1010,6602.594
1011,6608.748
1012,6612.556
1013,6620.965
1014,6619.006
1015,6638.628
1016,6636.469
1017,6632.627
1018,6635.033
1019,6639.713
1020,6634.748
1021,6622.923
1022,6622.959
1023,6619.148
1024,6621.396
1025,6602.327
1026,6597.175
1027,6610.681
1028,6607.029
1029,6634.507
1030,6618.458
1031,6612.351
1032,6609.24
1033,6597.315
1034,6611.54
1035,6619.85
1036,6626.756
1037,6620.354
1038,6626.587
1039,6636.709
1040,6637.281
1041,6636.178
1042,6644.62
1043,6661.246
1044,6668.248
1045,6667.956
1046,6654.772
1047,6650.517
1048,6658.186
1049,6650.967
1050,6656.621
1051,6640.052
1052,6631.173
1053,6635.224
1054,6645.296
1055,6641.109
1056,6648.389
1057,6640.36
1058,6653.402
1059,6635.404
1060,6617.361
1061,6623.049
1062,6620.219
1063,6581.537
1064,6552.523
1065,6593.984
1066,6611.376
1067,6610.717
1068,6615.786
1069,6628.839
1070,6652.818
1071,6667.266
1072,6659.861
1073,6665.323
1074,6658.099
1075,6673.211
1076,6687.552
1077,6685.009
1078,6686.663
1079,6670.804
1080,6658.355
1081,6658.846
1082,6661.704
1083,6666.798
1084,6670.936
1085,6661.332
1086,6640.149
1087,6647.347
1088,6620.795
1089,6605.361
1090,6595.438
1091,6610.188
1092,6604.794
1093,6584.33
1094,6590.733
1095,6583.352
1096,6571.304
1097,6585.578
1098,6593.594
1099,6612.44
1100,6616.941
1101,6621.771
1102,6611.632
1103,6607.403
1104,6613.0
1105,6612.334
1106,6624.466
1107,6617.875
1108,6614.419
1109,6594.648
1110,6581.726
1111,6548.573
1112,6545.244
1113,6547.785
1114,6526.441
1115,6520.975
1116,6462.255
1117,6506.988
1118,6505.007
1119,6502.944
1120,6488.785
1121,6496.991
1122,6486.742
1123,6480.444
1124,6486.017
1125,6496.164
1126,6511.381
1127,6498.357
1128,6489.154
1129,6498.684
1130,6493.504
1131,6504.689
1132,6496.145
1133,6490.89
1134,6493.003
1135,6495.355
1136,6489.19
1137,6508.975
1138,6518.072
1139,6532.351
1140,6532.783
1141,6537.94
1142,6558.025
1143,6561.722
1144,6560.435
1145,6552.903
1146,6545.868
1147,6548.567
1148,6541.511
1149,6549.302
1150,6545.754
1151,6527.434
1152,6519.395
1153,6523.094
1154,6515.508
1155,6516.141
1156,6530.96
1157,6533.007
1158,6522.785
1159,6511.191
1160,6513.916
1161,6512.959
1162,6472.261
1163,6443.399
1164,6430.79
1165,6360.085
1166,6364.955
1167,6301.315
1168,6289.77
1169,6249.079
1170,6235.558
1171,6236.937
1172,6234.755
1173,6219.403
1174,6218.656
1175,6251.048
1176,6259.226
1177,6281.335
1178,6278.179
1179,6269.081
1180,6275.582
1181,6239.45
1182,6241.657
1183,6271.767
1184,6276.054
1185,6286.258
1186,6254.273
1187,6239.499
1188,6216.145
1189,6242.493
1190,6269.059
1191,6291.165
1192,6299.845
1193,6273.768
1194,6270.829
1195,6255.403
1196,6280.398
1197,6279.276
1198,6306.872
1199,6313.509
1200,6313.502
1201,6309.945
1202,6300.206
1203,6318.69
1204,6321.859
1205,6318.524
1206,6319.857
1207,6322.438
1208,6323.508
1209,6307.924
1210,6325.686
1211,6325.861
1212,6320.638
1213,6320.2
1214,6320.732
1215,6314.611
1216,6288.747
1217,6305.936
1218,6294.188
1219,6306.878
1220,6296.625
1221,6291.656
1222,6279.338
1223,6300.638
1224,6311.058
1225,6339.171
1226,6342.233
1227,6325.542
1228,6333.425
1229,6333.09
1230,6332.272
1231,6327.092
1232,6347.606
1233,6341.201
1234,6322.771
1235,6317.628
1236,6324.83
1237,6325.976
1238,6327.249
1239,6340.325
1240,6350.076
1241,6341.788
1242,6339.347
1243,6332.027
1244,6316.065
1245,6311.838
1246,6303.015
1247,6289.446
1248,6284.202
1249,6288.689
1250,6281.997
1251,6260.34
1252,6221.057
1253,6214.247
1254,6208.684
1255,6222.934
1256,6235.701
1257,6248.062
1258,6283.701
1259,6294.754
1260,6291.646
1261,6298.089
1262,6293.412
1263,6296.447
1264,6305.78
1265,6303.995
1266,6298.269
1267,6292.332
1268,6288.859
1269,6288.732
1270,6286.923
1271,6283.623
1272,6289.614
1273,6280.659
1274,6279.042
1275,6282.25
1276,6278.742
1277,6270.239
1278,6261.868
1279,6264.005
1280,6253.805
1281,6261.717
1282,6281.738
1283,6274.651
1284,6266.297
1285,6270.339
1286,6252.607
1287,6255.62
1288,6261.511
1289,6258.198
1290,6252.414
1291,6252.272
1292,6265.23
1293,6275.435
1294,6260.776
1295,6263.625
1296,6273.818
1297,6303.328
1298,6312.85
1299,6309.129
1300,6307.806
1301,6310.954
1302,6313.384
1303,6316.593
1304,6320.763
1305,6321.747
1306,6327.502
1307,6336.337
1308,6350.436
1309,6367.853
1310,6377.835
1311,6384.923
1312,6387.498
1313,6394.669
1314,6391.584
1315,6394.198
1316,6400.528
1317,6398.103
1318,6400.198
1319,6396.638
1320,6412.208
1321,6399.985
1322,6399.284
1323,6398.863
1324,6395.473
1325,6381.203
1326,6387.314
1327,6385.717
1328,6380.092
1329,6381.279
1330,6379.178
1331,6371.617
1332,6365.389
1333,6365.685
1334,6369.842
1335,6388.158
1336,6406.812
1337,6402.162
1338,6398.696
1339,6398.339
1340,6415.417
1341,6412.762
1342,6410.682
1343,6409.021
1344,6421.278
1345,6425.834
1346,6415.796
1347,6416.861
1348,6400.374
1349,6393.928
1350,6381.705
1351,6400.639
1352,6378.836
1353,6372.746
1354,6347.498
1355,6344.638
1356,6345.979
1357,6358.763
1358,6331.964
1359,6325.623
1360,6333.084
1361,6313.745
1362,6325.289
1363,6326.575
1364,6318.241
1365,6292.558
1366,6277.505
1367,6272.851
1368,6272.79
1369,6261.001
1370,6246.33
1371,6255.281
1372,6258.22
1373,6242.202
1374,6226.752
1375,6208.978
1376,6194.658
1377,6184.129
1378,6144.874
1379,6136.611
1380,6085.654
1381,6071.558
1382,6085.275
1383,6092.298
1384,5890.659
1385,6031.241
1386,6006.08
1387,6010.426
1388,6029.218
1389,6023.129
1390,5998.079
1391,5994.411
1392,6050.199
1393,6064.081
1394,6082.066
1395,6067.167
1396,6084.38
1397,6077.204
1398,6084.062
1399,6083.623
1400,6094.891
1401,6090.514
1402,6073.274
1403,6068.593
1404,6054.725
1405,6038.499
1406,6061.188
1407,6073.438
1408,6068.669
1409,6054.549
1410,6047.345
1411,6056.073
1412,6043.675
1413,6037.561
1414,6079.341
1415,6094.017
1416,6116.047
1417,6112.261
1418,6118.687
1419,6125.042
1420,6110.329
1421,6121.999
1422,6130.44
1423,6171.597
1424,6180.085
1425,6176.227
1426,6169.324
1427,6171.758
1428,6167.165
1429,6164.436
1430,6172.167
1431,6167.84
1432,6166.434
1433,6166.148
1434,6158.579
1435,6169.864
1436,6171.159
1437,6176.006
1438,6166.892
1439,6165.264
1440,6156.776
1441,6170.455
1442,6168.427
1443,6182.187
1444,6182.567
1445,6176.049
1446,6169.877
1447,6178.9
1448,6179.568
1449,6183.159
1450,6207.555
1451,6206.855
1452,6203.654
1453,6205.007
1454,6207.269
1455,6217.713
1456,6216.154
1457,6223.706
1458,6227.461
1459,6217.066
1460,6213.383
1461,6198.417
1462,6206.639
1463,6214.553
1464,6222.288
1465,6213.22
1466,6207.092
1467,6206.535
1468,6198.345
1469,6218.04
1470,6230.885
1471,6244.772
1472,6236.539
1473,6237.641
1474,6241.443
1475,6259.247
1476,6254.2
1477,6254.513
1478,6263.656
1479,6255.355
1480,6242.907
1481,6227.283
1482,6237.295
1483,6244.938
1484,6255.927
1485,6248.471
1486,6229.617
1487,6237.416
1488,6243.265
1489,6244.909
1490,6258.851
1491,6273.196
1492,6274.784
1493,6291.598
1494,6288.884
1495,6306.733
1496,6320.995
1497,6316.509
1498,6321.348
1499,6329.669
1500,6322.524
1501,6319.812
1502,6331.177
1503,6329.683
1504,6326.151
1505,6338.407
1506,6326.305
1507,6335.86
1508,6349.042
1509,6348.981
1510,6344.876
1511,6337.108
1512,6341.727
1513,6346.027
1514,6345.811
1515,6360.492
1516,6362.357
1517,6362.388
1518,6360.524
1519,6356.244
1520,6369.653
1521,6366.937
1522,6368.703
1523,6364.325
1524,6352.73
1525,6359.777
1526,6350.43
1527,6361.343
1528,6374.041
1529,6374.885
1530,6367.644
1531,6371.038
1532,6350.658
1533,6351.62
1534,6366.418
1535,6362.69
1536,6354.929
1537,6336.971
1538,6311.696
1539,6308.318
1540,6326.553
1541,6338.965
1542,6343.635
1543,6347.362
1544,6357.895
1545,6347.293
1546,6345.211
1547,6359.336
1548,6356.092
1549,6361.084
1550,6359.358
1551,6330.501
1552,6319.513
1553,6313.994
1554,6316.638
1555,6319.841
1556,6307.163
1557,6307.234
1558,6335.621
1559,6342.232
1560,6330.088
1561,6349.298
1562,6349.777
1563,6349.647
1564,6364.141
1565,6385.063
1566,6390.508
1567,6400.272
1568,6410.016
1569,6403.061
1570,6416.394
1571,6420.582
1572,6419.8
1573,6429.518
1574,6434.438
1575,6432.751
1576,6447.438
1577,6442.344
1578,6452.368
1579,6446.144
1580,6461.74
1581,6466.308
1582,6468.661
1583,6474.225
1584,6470.617
1585,6463.226
1586,6452.378
1587,6447.864
1588,6446.82
1589,6475.24
1590,6460.222
1591,6451.481
1592,6473.993
1593,6466.182
1594,6457.957
1595,6458.412
1596,6455.636
1597,6464.172
1598,6462.11
1599,6468.346
1600,6473.666
1601,6476.166
1602,6476.376
1603,6475.25
1604,6471.673
1605,6478.271
1606,6465.935
1607,6455.574
1608,6443.097
1609,6421.279
1610,6424.255
1611,6424.995
1612,6437.162
1613,6427.62
1614,6425.901
1615,6441.787
1616,6434.452
1617,6429.338
1618,6434.771
1619,6450.97
1620,6446.436
1621,6456.471
1622,6466.627
1623,6474.201
1624,6477.401
1625,6486.325
1626,6474.15
1627,6466.756
1628,6467.639
1629,6476.106
1630,6462.828
1631,6458.349
1632,6448.623
1633,6465.03
1634,6460.26
1635,6456.484
1636,6439.404
1637,6434.626
1638,6417.389
1639,6402.485
1640,6427.053
1641,6442.866
1642,6448.83
1643,6431.155
1644,6438.927
1645,6456.116
1646,6452.839
1647,6457.593
1648,6477.481
1649,6496.241
1650,6500.08
1651,6502.241
1652,6502.597
1653,6498.084
1654,6504.512
1655,6517.324
1656,6517.845
1657,6510.518
1658,6512.478
1659,6513.647
1660,6499.274
1661,6504.462
1662,6505.351
1663,6508.924
1664,6523.187
1665,6519.974
1666,6523.456
1667,6514.404
1668,6503.563
1669,6510.493
1670,6502.727
1671,6499.38
1672,6486.797
1673,6497.088
1674,6484.582
1675,6450.424
1676,6445.601
1677,6430.119
1678,6444.538
1679,6446.277
1680,6438.123
1681,6432.155
1682,6439.382
1683,6436.758
1684,6443.838
1685,6446.069
1686,6459.376
1687,6451.884
1688,6454.764
1689,6463.194
1690,6441.028
1691,6447.917
1692,6444.558
1693,6433.504
1694,6466.707
1695,6481.059
1696,6488.948
1697,6497.415
1698,6495.456
1699,6499.557
1700,6507.896
1701,6508.369
1702,6516.479
1703,6511.066
1704,6505.036
1705,6500.553
1706,6494.036
1707,6503.464
1708,6480.726
1709,6493.485
1710,6486.3
1711,6492.406
1712,6484.658
1713,6490.626
1714,6495.237
1715,6485.279
1716,6478.563
1717,6486.454
1718,6486.062
1719,6499.832
1720,6522.911
1721,6524.619
1722,6521.961
1723,6525.078
1724,6525.542
1725,6529.534
1726,6533.723
1727,6543.341
1728,6543.557
1729,6551.706
1730,6547.847
1731,6547.44
1732,6543.082
1733,6541.388
1734,6539.364
1735,6518.554
1736,6483.246
1737,6484.54
1738,6478.755
1739,6496.252
1740,6483.518
1741,6476.943
1742,6469.314
1743,6453.573
1744,6473.886
1745,6498.342
1746,6494.773
1747,6496.536
1748,6494.29
1749,6498.675
1750,6507.705
1751,6509.823
1752,6507.786
1753,6498.235
1754,6515.946
1755,6486.301
1756,6513.849
1757,6487.972
1758,6478.623
1759,6482.338
1760,6481.499
1761,6496.506
1762,6500.812
1763,6499.793
1764,6502.127
1765,6516.594
1766,6527.9
1767,6519.771
1768,6525.445
1769,6483.73
1770,6470.93
1771,6490.399
1772,6512.187
1773,6509.233
1774,6500.735
1775,6528.208
1776,6520.873
1777,6518.565
1778,6525.856
1779,6531.319
1780,6547.168
1781,6546.615
1782,6545.446
1783,6544.435
1784,6538.342
1785,6517.499
1786,6529.719
1787,6534.573
1788,6527.501
1789,6513.997
1790,6516.033
1791,6509.038
1792,6517.775
1793,6502.72
1794,6506.072
1795,6504.027
1796,6496.81
1797,6491.472
1798,6503.716
1799,6498.69
1800,6504.246
1801,6496.686
1802,6463.297
1803,6488.571
1804,6511.997
1805,6520.806
1806,6511.175
1807,6508.414
1808,6480.543
1809,6467.063
1810,6436.911
1811,6426.298
1812,6417.814
1813,6388.948
1814,6400.018
1815,6407.465
1816,6389.454
1817,6375.744
1818,6374.565
1819,6388.086
1820,6384.45
1821,6393.999
1822,6389.403
1823,6379.703
1824,6384.222
1825,6378.298
1826,6401.648
1827,6450.896
1828,6478.911
1829,6506.713
1830,6522.432
1831,6513.719
1832,6520.731
1833,6531.435
1834,6530.333
1835,6539.967
1836,6554.745
1837,6547.663
1838,6541.405
1839,6546.132
1840,6541.745
1841,6562.218
1842,6564.906
1843,6561.556
1844,6559.653
1845,6554.257
1846,6554.184
1847,6560.18
1848,6555.758
1849,6576.834
1850,6583.896
1851,6581.383
1852,6584.433
1853,6578.726
1854,6575.46
1855,6568.347
1856,6583.15
1857,6575.195
1858,6579.463
1859,6579.525
1860,6586.023
1861,6560.481
1862,6566.544
1863,6566.84
1864,6612.3
1865,6601.883
1866,6570.519
1867,6558.581
1868,6547.757
1869,6580.805
1870,6603.112
1871,6629.166
1872,6625.88
1873,6604.423
