,0
1167,5719.816
1168,5714.501
1169,5711.782
1170,5718.256
1171,5734.955
1172,5730.178
1173,5723.512
1174,5716.149
1175,5721.485
1176,5734.481
1177,5736.278
1178,5742.806
1179,5724.039
1180,5730.371
1181,5718.214
1182,5729.464
1183,5736.956
1184,5727.129
1185,5737.241
1186,5737.135
1187,5738.561
1188,5723.921
1189,5709.634
1190,5709.035
1191,5696.599
1192,5699.68
1193,5698.403
1194,5708.295
1195,5695.637
1196,5707.838
1197,5712.288
1198,5715.724
1199,5719.414
1200,5713.741
1201,5717.04
1202,5709.09
1203,5703.573
1204,5697.23
1205,5706.92
1206,5711.296
1207,5713.087
1208,5725.045
1209,5720.42
1210,5732.787
1211,5732.108
1212,5720.23
1213,5709.981
1214,5696.131
1215,5694.231
1216,5679.22
1217,5685.497
1218,5685.914
1219,5698.515
1220,5699.051
1221,5682.536
1222,5684.335
1223,5672.461
1224,5664.197
