tradeTime,close,high,low,open,volume
2009-01-07 11:00,1938.171,1941.983,1935.9,1941.741,332878600.0
2009-01-07 11:15,1937.745,1938.075,1932.245,1937.949,293868300.0
2009-01-07 11:30,1942.97,1944.136,1937.461,1937.734,239809200.0
2009-01-07 13:15,1938.427,1942.533,1936.752,1942.533,236787600.0
2009-01-07 13:30,1953.182,1953.428,1938.321,1938.321,368176600.0
2009-01-07 13:45,1950.919,1954.901,1949.51,1953.273,331698200.0
2009-01-07 14:00,1943.476,1951.014,1943.476,1950.809,300576800.0
2009-01-07 14:15,1932.055,1943.619,1932.055,1943.256,386875000.0
2009-01-07 14:30,1946.949,1946.949,1931.622,1932.465,349446200.0
2009-01-07 14:45,1933.427,1949.388,1933.427,1946.912,378485400.0
2009-01-07 15:00,1931.178,1936.659,1931.027,1933.223,517995100.0
2009-01-08 09:30,1894.664,1894.664,1894.664,1894.664,43439000.0
2009-01-08 09:45,1891.251,1893.343,1884.95,1890.639,674733500.0
2009-01-08 10:00,1896.988,1897.467,1891.1,1891.286,396146500.0
2009-01-08 10:15,1895.743,1902.794,1894.272,1897.255,320654700.0
2009-01-08 10:30,1893.742,1897.108,1890.089,1895.666,333727500.0
2009-01-08 10:45,1887.767,1893.908,1885.337,1893.908,365261200.0
2009-01-08 11:00,1898.067,1898.779,1887.911,1888.274,250223100.0
2009-01-08 11:15,1894.532,1898.398,1894.25,1898.343,199248800.0
2009-01-08 11:30,1887.524,1894.527,1886.526,1894.527,284070800.0
2009-01-08 13:15,1887.936,1887.936,1880.937,1886.014,292961600.0
2009-01-08 13:30,1887.634,1891.293,1887.634,1887.968,231852600.0
2009-01-08 13:45,1888.134,1890.206,1886.487,1887.647,201259300.0
2009-01-08 14:00,1876.166,1888.617,1876.166,1888.101,362757000.0
2009-01-08 14:15,1886.042,1886.2,1873.648,1876.162,329903300.0
2009-01-08 14:30,1879.587,1888.253,1879.587,1886.251,265008400.0
2009-01-08 14:45,1890.918,1890.918,1879.524,1879.824,327970900.0
2009-01-08 15:00,1887.991,1892.886,1886.147,1890.982,465430800.0
2009-01-09 09:30,1887.991,1887.991,1887.991,1887.991,0.0
2009-01-09 09:45,1900.531,1903.605,1887.687,1887.687,357276200.0
2009-01-09 10:00,1913.081,1913.536,1900.174,1900.225,370446300.0
2009-01-09 10:15,1910.053,1913.072,1905.358,1913.072,312037000.0
2009-01-09 10:30,1907.078,1912.394,1906.527,1909.96,278058900.0
2009-01-09 10:45,1901.38,1907.253,1901.023,1907.076,224934100.0
2009-01-09 11:00,1899.379,1905.216,1899.23,1901.7,190012800.0
2009-01-09 11:15,1895.442,1901.33,1895.163,1899.384,206934600.0
2009-01-09 11:30,1895.765,1897.616,1894.569,1895.497,171796400.0
2009-01-09 13:15,1902.303,1903.227,1896.795,1896.795,184653800.0
2009-01-09 13:30,1908.516,1911.098,1902.092,1902.308,258205100.0
2009-01-09 13:45,1916.779,1918.935,1908.185,1908.727,394030700.0
2009-01-09 14:00,1919.023,1919.023,1911.963,1916.847,296278800.0
2009-01-09 14:15,1921.935,1923.423,1918.446,1918.916,395256000.0
2009-01-09 14:30,1917.268,1922.23,1915.966,1922.014,289379900.0
2009-01-09 14:45,1912.668,1918.98,1910.425,1916.992,304093700.0
2009-01-09 15:00,1918.049,1919.119,1912.417,1912.584,490181100.0
2009-01-12 09:30,1911.736,1911.736,1911.736,1911.736,16983800.0
2009-01-12 09:45,1917.049,1917.049,1905.838,1909.609,370409800.0
2009-01-12 10:00,1910.703,1916.933,1906.286,1916.674,416025500.0
2009-01-12 10:15,1913.877,1913.919,1910.276,1911.02,331171500.0
2009-01-12 10:30,1920.06,1920.955,1913.708,1914.005,332042000.0
2009-01-12 10:45,1914.283,1920.364,1912.777,1920.197,284678800.0
2009-01-12 11:00,1912.62,1914.216,1908.933,1914.079,252235500.0
2009-01-12 11:15,1917.437,1917.497,1912.432,1912.581,252511900.0
2009-01-12 11:30,1930.3,1930.338,1917.274,1917.396,348015300.0
2009-01-12 13:15,1931.61,1931.699,1926.805,1930.577,323578500.0
2009-01-12 13:30,1939.311,1942.881,1931.58,1931.759,382146200.0
2009-01-12 13:45,1936.29,1943.003,1936.29,1939.715,323412300.0
2009-01-12 14:00,1946.815,1946.923,1936.354,1936.354,335383900.0
2009-01-12 14:15,1936.973,1946.459,1935.631,1946.459,325910600.0
2009-01-12 14:30,1932.614,1937.238,1930.35,1936.898,299999700.0
2009-01-12 14:45,1920.171,1933.878,1919.66,1933.013,373089800.0
2009-01-12 15:00,1920.687,1923.573,1919.665,1920.26,455820500.0
2009-01-13 09:30,1892.655,1892.655,1892.655,1892.655,69961700.0
2009-01-13 09:45,1892.273,1893.718,1884.179,1889.231,550177100.0
2009-01-13 10:00,1896.548,1902.359,1892.073,1892.721,481554100.0
2009-01-13 10:15,1895.035,1897.406,1890.416,1896.614,409075500.0
2009-01-13 10:30,1899.614,1901.712,1894.511,1895.03,286704900.0
2009-01-13 10:45,1905.649,1906.419,1897.591,1899.772,266588300.0
2009-01-13 11:00,1903.325,1908.196,1902.583,1905.661,227009900.0
2009-01-13 11:15,1902.863,1904.491,1900.549,1903.419,189478900.0
2009-01-13 11:30,1896.001,1902.873,1895.729,1902.873,222231900.0
2009-01-13 13:15,1897.558,1899.075,1893.999,1895.957,185345000.0
2009-01-13 13:30,1887.697,1897.966,1887.373,1897.935,297688600.0
2009-01-13 13:45,1885.354,1887.91,1880.742,1887.91,295014200.0
2009-01-13 14:00,1890.263,1891.725,1885.187,1885.347,194455200.0
2009-01-13 14:15,1877.544,1890.288,1877.544,1890.176,317389700.0
2009-01-13 14:30,1882.972,1883.03,1876.836,1877.76,277053400.0
2009-01-13 14:45,1883.358,1890.124,1882.886,1882.886,265506600.0
2009-01-13 15:00,1876.185,1883.997,1875.364,1883.461,446578700.0
2009-01-14 09:30,1873.626,1873.626,1873.626,1873.626,9041700.0
2009-01-14 09:45,1885.594,1889.891,1874.93,1875.072,250479900.0
2009-01-14 10:00,1883.954,1885.68,1879.225,1885.68,224802300.0
2009-01-14 10:15,1891.666,1891.87,1883.725,1883.725,218601000.0
2009-01-14 10:30,1891.407,1895.27,1890.304,1891.56,229274600.0
2009-01-14 10:45,1890.277,1891.807,1887.139,1891.172,199630900.0
2009-01-14 11:00,1898.946,1898.988,1890.236,1890.401,250995900.0
2009-01-14 11:15,1900.489,1901.841,1898.424,1898.957,239188300.0
2009-01-14 11:30,1907.841,1908.162,1897.333,1900.152,266931100.0
2009-01-14 13:15,1914.871,1916.173,1908.544,1908.544,404750800.0
2009-01-14 13:30,1913.404,1914.864,1909.795,1914.864,275178500.0
2009-01-14 13:45,1927.925,1927.966,1913.329,1913.388,443304800.0
2009-01-14 14:00,1931.46,1931.46,1924.82,1927.762,503871700.0
2009-01-14 14:15,1931.04,1936.789,1929.536,1931.516,469063200.0
2009-01-14 14:30,1940.337,1940.769,1925.945,1930.95,478267400.0
2009-01-14 14:45,1951.755,1953.222,1940.463,1940.67,691794200.0
2009-01-14 15:00,1955.244,1955.244,1947.396,1951.81,773146800.0
2009-01-15 09:30,1935.386,1935.386,1935.386,1935.386,54985000.0
2009-01-15 09:45,1949.341,1949.822,1930.538,1934.55,773726900.0
2009-01-15 10:00,1956.009,1962.258,1948.861,1949.682,734853200.0
2009-01-15 10:15,1941.031,1955.694,1941.031,1955.694,606175900.0
2009-01-15 10:30,1952.526,1952.556,1940.628,1941.103,437705200.0
2009-01-15 10:45,1956.372,1960.957,1950.544,1952.405,447176000.0
2009-01-15 11:00,1950.442,1956.699,1947.776,1956.08,369023600.0
2009-01-15 11:15,1944.248,1952.694,1943.999,1950.54,354800900.0
2009-01-15 11:30,1936.244,1944.46,1935.044,1944.147,359321500.0
2009-01-15 13:15,1935.915,1936.849,1931.445,1935.404,382142400.0
2009-01-15 13:30,1945.841,1945.841,1936.108,1936.108,303323200.0
2009-01-15 13:45,1958.791,1958.808,1945.686,1945.985,361124600.0
2009-01-15 14:00,1949.734,1959.343,1949.448,1958.609,350329200.0
2009-01-15 14:15,1966.192,1966.546,1949.511,1949.9,484453100.0
2009-01-15 14:30,1974.756,1977.191,1961.418,1966.123,664177300.0
2009-01-15 14:45,1957.722,1974.843,1957.722,1974.578,586955500.0
2009-01-15 15:00,1954.874,1958.511,1952.558,1957.392,624091300.0
2009-01-16 09:30,1965.44,1965.44,1965.44,1965.44,19942100.0
2009-01-16 09:45,1987.141,1987.205,1967.634,1967.634,673579000.0
2009-01-16 10:00,2001.383,2001.596,1984.493,1987.223,748376100.0
2009-01-16 10:15,1999.057,2005.38,1996.769,2001.232,689383100.0
2009-01-16 10:30,2011.227,2011.235,1998.865,1998.865,780323800.0
2009-01-16 10:45,1998.811,2012.2,1998.78,2011.3,594229700.0
2009-01-16 11:00,2007.439,2007.439,1997.21,1998.521,483567300.0
2009-01-16 11:15,2005.382,2011.382,2005.369,2007.624,592668000.0
2009-01-16 11:30,2001.128,2004.984,2000.312,2004.983,370108700.0
2009-01-16 13:15,2009.678,2011.278,2000.674,2000.674,489091600.0
2009-01-16 13:30,2012.611,2012.611,2006.721,2009.582,420157800.0
2009-01-16 13:45,2026.066,2026.376,2012.629,2012.688,726028400.0
2009-01-16 14:00,2014.705,2026.541,2014.682,2026.069,585876100.0
2009-01-16 14:15,2011.913,2016.644,2008.139,2014.633,513375400.0
2009-01-16 14:30,2015.859,2019.035,2010.764,2012.038,534536800.0
2009-01-16 14:45,2002.275,2016.313,2001.017,2015.766,585206800.0
2009-01-16 15:00,1990.214,2001.983,1988.743,2001.983,847412600.0
2009-01-19 09:30,2010.579,2010.579,2010.579,2010.579,41753500.0
2009-01-19 09:45,2029.521,2031.48,2017.873,2017.873,1002020200.0
2009-01-19 10:00,2035.346,2038.717,2029.315,2029.351,858143300.0
2009-01-19 10:15,2051.55,2052.19,2034.493,2035.596,854226300.0
2009-01-19 10:30,2037.161,2051.431,2036.633,2051.243,739128500.0
2009-01-19 10:45,2036.274,2039.164,2030.72,2037.211,520710200.0
2009-01-19 11:00,2030.079,2038.662,2028.258,2035.867,437646600.0
2009-01-19 11:15,2038.657,2039.63,2030.172,2030.362,320968400.0
2009-01-19 11:30,2031.315,2038.895,2031.23,2038.78,241757700.0
2009-01-19 13:15,2018.828,2028.748,2017.843,2028.748,415082200.0
2009-01-19 13:30,2021.526,2021.731,2017.269,2018.894,332356900.0
2009-01-19 13:45,2018.633,2024.62,2018.633,2021.262,309893300.0
2009-01-19 14:00,2007.591,2018.913,2007.35,2018.802,405875400.0
2009-01-19 14:15,2014.044,2016.805,2006.99,2007.747,306981000.0
2009-01-19 14:30,1995.251,2014.128,1995.251,2013.839,477617500.0
2009-01-19 14:45,2010.314,2010.314,1994.043,1995.005,442177300.0
2009-01-19 15:00,2012.465,2012.799,2008.112,2010.838,488479400.0
2009-01-20 09:30,2006.525,2006.525,2006.525,2006.525,17447200.0
2009-01-20 09:45,2010.666,2014.883,1999.201,2005.438,387700100.0
2009-01-20 10:00,2002.477,2010.62,1999.28,2010.62,484171700.0
2009-01-20 10:15,2007.536,2009.17,2002.923,2003.201,342014100.0
2009-01-20 10:30,1997.156,2008.057,1997.043,2007.602,298296700.0
2009-01-20 10:45,2005.968,2005.968,1996.932,1997.306,268875100.0
2009-01-20 11:00,2005.292,2006.32,2002.587,2005.959,224246200.0
2009-01-20 11:15,1996.018,2006.022,1996.018,2005.652,243234200.0
2009-01-20 11:30,1989.647,1997.657,1988.903,1996.085,297058700.0
2009-01-20 13:15,1991.861,1994.438,1989.472,1989.889,203911400.0
2009-01-20 13:30,1993.555,1993.717,1986.061,1991.615,258823800.0
2009-01-20 13:45,2000.272,2001.293,1993.229,1993.551,232477200.0
2009-01-20 14:00,2004.264,2013.32,2000.393,2000.393,349912200.0
2009-01-20 14:15,2019.612,2021.592,2004.193,2004.272,384125400.0
2009-01-20 14:30,2010.553,2019.698,2007.272,2019.656,314887300.0
2009-01-20 14:45,2018.794,2020.906,2010.522,2011.067,417734600.0
2009-01-20 15:00,2025.19,2025.19,2016.708,2018.609,601010300.0
2009-01-21 09:30,1993.67,1993.67,1993.67,1993.67,27844000.0
2009-01-21 09:45,1999.835,2000.545,1988.471,1992.54,489129400.0
2009-01-21 10:00,2005.581,2007.029,1999.839,2000.058,430017600.0
2009-01-21 10:15,2015.07,2015.484,2002.151,2005.339,413932900.0
2009-01-21 10:30,2015.321,2018.42,2014.678,2015.242,336031400.0
2009-01-21 10:45,2031.729,2031.729,2015.272,2015.655,382241100.0
2009-01-21 11:00,2025.423,2038.479,2025.423,2031.934,388836400.0
2009-01-21 11:15,2033.121,2033.167,2024.457,2025.544,286807100.0
2009-01-21 11:30,2034.588,2036.591,2032.104,2033.231,316466200.0
2009-01-21 13:15,2045.758,2045.834,2034.469,2034.553,388763400.0
2009-01-21 13:30,2038.927,2046.951,2038.412,2045.805,431090900.0
2009-01-21 13:45,2031.096,2040.679,2029.744,2038.906,449638800.0
2009-01-21 14:00,2027.188,2035.647,2026.541,2031.453,336500000.0
2009-01-21 14:15,2014.395,2028.701,2012.24,2027.196,490708200.0
2009-01-21 14:30,2004.675,2016.001,2004.484,2014.322,386429000.0
2009-01-21 14:45,2021.982,2022.241,2003.731,2004.522,379408400.0
2009-01-21 15:00,2021.71,2022.519,2019.974,2021.874,477898000.0
2009-01-22 09:30,2034.29,2034.29,2034.29,2034.29,22315100.0
2009-01-22 09:45,2029.15,2042.34,2027.75,2038.24,436949500.0
2009-01-22 10:00,2039.08,2040.8,2029.34,2029.4,424308100.0
2009-01-22 10:15,2041.89,2048.39,2038.84,2038.93,444526300.0
2009-01-22 10:30,2032.23,2042.08,2030.29,2041.92,356163000.0
2009-01-22 10:45,2022.68,2032.97,2022.68,2032.01,350764400.0
2009-01-22 11:00,2027.84,2029.96,2022.32,2022.73,273938000.0
2009-01-22 11:15,2018.84,2027.53,2018.65,2026.76,284632000.0
2009-01-22 11:30,2021.16,2021.3,2012.82,2018.51,253992800.0
2009-01-22 13:15,2026.81,2028.73,2021.82,2021.9,204312800.0
2009-01-22 13:30,2035.29,2035.34,2025.73,2026.81,300135600.0
2009-01-22 13:45,2032.99,2035.83,2030.44,2035.36,306296000.0
2009-01-22 14:00,2029.99,2034.03,2026.61,2033.01,277364800.0
2009-01-22 14:15,2037.53,2038.05,2029.58,2029.72,366414800.0
2009-01-22 14:30,2040.68,2046.89,2037.74,2037.78,486271600.0
2009-01-22 14:45,2043.02,2044.35,2038.38,2040.94,443124000.0
2009-01-22 15:00,2044.55,2044.55,2041.28,2042.97,654686000.0
2009-01-23 09:30,2039.522,2039.522,2039.522,2039.522,20651600.0
2009-01-23 09:45,2038.474,2047.618,2036.443,2038.312,436658000.0
2009-01-23 10:00,2028.853,2038.659,2025.662,2038.659,453018100.0
2009-01-23 10:15,2034.961,2036.778,2029.025,2029.025,356180000.0
2009-01-23 10:30,2031.444,2035.299,2029.774,2034.716,327856100.0
2009-01-23 10:45,2032.685,2032.945,2025.287,2031.379,373312800.0
2009-01-23 11:00,2038.643,2039.226,2032.479,2032.654,311195800.0
2009-01-23 11:15,2037.613,2039.89,2036.23,2038.469,267649500.0
2009-01-23 11:30,2042.971,2044.056,2037.251,2037.604,275826600.0
2009-01-23 13:15,2042.845,2044.384,2041.484,2043.361,261481600.0
2009-01-23 13:30,2050.874,2052.292,2042.863,2042.908,310845800.0
2009-01-23 13:45,2048.681,2054.286,2048.604,2051.175,327891100.0
2009-01-23 14:00,2040.263,2048.846,2040.263,2048.846,315807200.0
2009-01-23 14:15,2038.978,2040.416,2033.374,2040.416,390913900.0
2009-01-23 14:30,2041.357,2044.394,2039.176,2039.367,282681400.0
2009-01-23 14:45,2036.384,2041.714,2034.884,2041.289,377236800.0
2009-01-23 15:00,2032.682,2036.796,2029.528,2036.349,661204600.0
2009-02-02 09:30,2052.439,2052.439,2052.439,2052.439,33014100.0
2009-02-02 09:45,2037.687,2057.076,2037.347,2053.784,562446000.0
2009-02-02 10:00,2048.697,2048.697,2037.933,2038.097,388146600.0
2009-02-02 10:15,2044.081,2053.486,2043.822,2048.738,385479000.0
2009-02-02 10:30,2038.825,2045.619,2035.028,2043.995,323511400.0
2009-02-02 10:45,2035.464,2039.719,2035.464,2039.157,259180300.0
2009-02-02 11:00,2038.307,2038.711,2029.724,2035.365,263170100.0
2009-02-02 11:15,2040.024,2043.581,2038.112,2038.224,232291200.0
2009-02-02 11:30,2044.951,2044.951,2039.396,2040.043,219853800.0
2009-02-02 13:15,2041.789,2045.2,2040.808,2044.964,209734800.0
2009-02-02 13:30,2050.03,2051.472,2041.457,2041.617,284048500.0
2009-02-02 13:45,2048.5,2052.097,2047.995,2050.579,252553800.0
2009-02-02 14:00,2052.233,2052.233,2046.465,2048.743,243743600.0
2009-02-02 14:15,2058.242,2059.245,2052.195,2052.195,363665100.0
2009-02-02 14:30,2051.393,2058.201,2051.155,2058.201,292244000.0
2009-02-02 14:45,2055.736,2056.001,2050.276,2051.212,336189900.0
2009-02-02 15:00,2057.063,2057.596,2054.003,2055.741,496118400.0
2009-02-03 09:30,2056.795,2056.795,2056.795,2056.795,21079400.0
2009-02-03 09:45,2064.351,2064.65,2050.013,2056.136,511941900.0
2009-02-03 10:00,2059.342,2066.214,2059.032,2064.319,620881300.0
2009-02-03 10:15,2065.347,2065.347,2056.154,2059.391,566831800.0
2009-02-03 10:30,2076.468,2076.571,2065.282,2065.296,614417700.0
2009-02-03 10:45,2086.914,2088.359,2075.396,2076.422,736632000.0
2009-02-03 11:00,2086.855,2088.549,2083.759,2087.149,485759800.0
2009-02-03 11:15,2096.226,2097.276,2085.252,2087.04,534947300.0
2009-02-03 11:30,2090.534,2096.055,2088.614,2096.01,429769900.0
2009-02-03 13:15,2096.343,2096.343,2090.61,2090.61,377545200.0
2009-02-03 13:30,2098.065,2098.554,2096.185,2096.352,443461700.0
2009-02-03 13:45,2088.724,2098.845,2087.131,2098.16,538449800.0
2009-02-03 14:00,2088.157,2089.78,2083.307,2088.496,451831900.0
2009-02-03 14:15,2097.34,2097.745,2088.088,2088.362,451133700.0
2009-02-03 14:30,2106.606,2107.416,2097.063,2097.204,678493900.0
2009-02-03 14:45,2097.681,2106.653,2096.497,2106.653,502968700.0
2009-02-03 15:00,2108.91,2108.944,2097.301,2097.861,797884200.0
2009-02-04 09:30,2118.563,2118.563,2118.563,2118.563,35086100.0
2009-02-04 09:45,2137.733,2137.779,2117.024,2120.505,942476400.0
2009-02-04 10:00,2137.889,2140.729,2131.657,2137.73,877945000.0
2009-02-04 10:15,2142.853,2148.462,2137.928,2137.928,846898200.0
2009-02-04 10:30,2139.255,2143.015,2135.024,2143.015,590706900.0
2009-02-04 10:45,2129.779,2139.704,2127.882,2139.216,584685300.0
2009-02-04 11:00,2135.548,2137.117,2129.519,2129.519,502809600.0
2009-02-04 11:15,2147.0,2147.477,2135.179,2135.67,456917100.0
2009-02-04 11:30,2146.662,2148.752,2144.179,2147.265,509809400.0
2009-02-04 13:15,2148.145,2150.393,2147.035,2147.035,501528400.0
2009-02-04 13:30,2147.402,2148.335,2143.546,2148.052,437604600.0
2009-02-04 13:45,2160.825,2161.509,2146.504,2146.901,702048000.0
2009-02-04 14:00,2148.571,2160.918,2148.571,2160.865,532510100.0
2009-02-04 14:15,2142.794,2150.848,2142.715,2148.529,448961400.0
2009-02-04 14:30,2151.171,2151.171,2142.151,2142.842,479112700.0
2009-02-04 14:45,2155.688,2157.097,2151.001,2151.001,598864800.0
2009-02-04 15:00,2166.414,2166.414,2155.677,2155.677,1040878800.0
2009-02-05 09:30,2164.546,2164.546,2164.546,2164.546,46680900.0
2009-02-05 09:45,2181.757,2183.771,2153.995,2162.263,975346200.0
2009-02-05 10:00,2188.088,2193.48,2180.405,2181.9,1108440500.0
2009-02-05 10:15,2178.38,2188.174,2178.38,2188.093,769136500.0
2009-02-05 10:30,2186.811,2186.811,2174.645,2178.318,656144100.0
2009-02-05 10:45,2199.192,2199.229,2186.698,2187.037,621222300.0
2009-02-05 11:00,2201.877,2203.975,2198.772,2198.943,705724000.0
2009-02-05 11:15,2203.766,2203.96,2197.566,2202.14,554615400.0
2009-02-05 11:30,2207.101,2208.45,2203.905,2203.905,571259500.0
2009-02-05 13:15,2201.966,2211.065,2201.375,2207.654,603217900.0
2009-02-05 13:30,2190.847,2201.998,2189.271,2201.998,632564200.0
2009-02-05 13:45,2180.681,2191.409,2175.843,2190.942,700715700.0
2009-02-05 14:00,2189.476,2191.527,2178.32,2180.543,501093900.0
2009-02-05 14:15,2165.877,2189.329,2165.877,2189.329,595085800.0
2009-02-05 14:30,2162.291,2170.234,2155.225,2165.976,744563800.0
2009-02-05 14:45,2136.327,2162.226,2136.201,2162.226,813277700.0
2009-02-05 15:00,2150.971,2151.327,2135.67,2135.858,910923800.0
2009-02-06 09:30,2158.084,2158.084,2158.084,2158.084,25251900.0
2009-02-06 09:45,2188.713,2191.75,2162.327,2162.327,761281200.0
2009-02-06 10:00,2190.934,2193.551,2184.755,2188.348,681870000.0
2009-02-06 10:15,2197.943,2201.234,2189.641,2190.751,676546400.0
2009-02-06 10:30,2192.291,2198.623,2190.304,2198.073,592830100.0
2009-02-06 10:45,2198.336,2201.31,2191.801,2192.407,571109600.0
2009-02-06 11:00,2187.968,2198.43,2187.56,2198.213,456861500.0
2009-02-06 11:15,2190.299,2190.959,2184.626,2187.779,405536700.0
2009-02-06 11:30,2196.257,2196.926,2190.367,2190.369,427099600.0
2009-02-06 13:15,2204.442,2204.644,2196.477,2196.477,525735500.0
2009-02-06 13:30,2208.183,2214.799,2204.292,2204.413,788533300.0
2009-02-06 13:45,2216.871,2218.093,2205.637,2207.96,653615000.0
2009-02-06 14:00,2209.419,2216.951,2206.692,2216.951,576551000.0
2009-02-06 14:15,2225.931,2225.931,2209.606,2209.663,710425200.0
2009-02-06 14:30,2228.74,2229.764,2223.658,2226.068,805265900.0
2009-02-06 14:45,2239.456,2239.802,2225.944,2228.633,947651000.0
2009-02-06 15:00,2237.275,2239.964,2234.471,2239.531,1058374800.0
2009-02-09 09:30,2271.593,2271.593,2271.593,2271.593,87333700.0
2009-02-09 09:45,2296.744,2296.936,2271.113,2276.543,1698550600.0
2009-02-09 10:00,2279.297,2296.667,2274.445,2296.667,1213527900.0
2009-02-09 10:15,2262.338,2283.135,2262.338,2279.6,928081300.0
2009-02-09 10:30,2271.295,2271.851,2257.546,2262.229,835455700.0
2009-02-09 10:45,2278.594,2278.594,2271.096,2271.473,631311100.0
2009-02-09 11:00,2273.071,2280.183,2269.079,2278.341,568431400.0
2009-02-09 11:15,2283.574,2287.156,2272.563,2272.757,510969100.0
2009-02-09 11:30,2284.309,2285.178,2282.547,2283.797,430244300.0
2009-02-09 13:15,2292.834,2293.196,2285.534,2285.534,639327100.0
2009-02-09 13:30,2301.21,2307.082,2292.497,2292.682,780735600.0
2009-02-09 13:45,2297.093,2301.217,2293.341,2300.95,538494500.0
2009-02-09 14:00,2306.51,2307.79,2296.648,2296.886,627760500.0
2009-02-09 14:15,2277.314,2306.481,2276.852,2306.387,831474600.0
2009-02-09 14:30,2266.567,2284.322,2263.188,2277.555,973825800.0
2009-02-09 14:45,2286.654,2286.978,2266.826,2266.875,708055300.0
2009-02-09 15:00,2296.672,2296.866,2286.867,2286.878,948788500.0
2009-02-10 09:30,2288.071,2288.071,2288.071,2288.071,46344200.0
2009-02-10 09:45,2292.503,2292.503,2263.541,2281.663,1031954400.0
2009-02-10 10:00,2288.902,2301.574,2287.19,2292.023,1009065000.0
2009-02-10 10:15,2291.358,2291.358,2275.497,2288.977,806490500.0
2009-02-10 10:30,2311.164,2312.548,2291.181,2291.181,842650900.0
2009-02-10 10:45,2298.975,2311.667,2297.439,2311.038,599919600.0
2009-02-10 11:00,2319.057,2320.622,2298.928,2298.983,600444100.0
2009-02-10 11:15,2304.876,2319.004,2304.876,2318.914,609129400.0
2009-02-10 11:30,2291.406,2305.26,2291.406,2304.861,565298700.0
2009-02-10 13:15,2278.264,2290.589,2277.987,2290.589,603416600.0
2009-02-10 13:30,2274.415,2279.105,2265.532,2277.897,662516200.0
2009-02-10 13:45,2283.829,2283.829,2272.773,2274.513,452095200.0
2009-02-10 14:00,2278.355,2291.681,2278.138,2283.982,481310500.0
2009-02-10 14:15,2281.783,2282.1,2267.321,2278.102,599475400.0
2009-02-10 14:30,2287.702,2295.208,2281.721,2282.0,614694900.0
2009-02-10 14:45,2309.051,2314.572,2286.788,2287.963,848467500.0
2009-02-10 15:00,2326.755,2327.074,2308.789,2309.202,1256181700.0
2009-02-11 09:30,2287.232,2287.232,2287.232,2287.232,66411300.0
2009-02-11 09:45,2307.981,2308.198,2275.776,2282.357,1288193400.0
2009-02-11 10:00,2301.667,2309.757,2297.379,2308.282,1129525700.0
