,0
512,3100.128
513,3107.342
514,3125.0
515,3136.314
516,3140.962
517,3144.366
518,3149.548
519,3153.414
520,3155.226
521,3162.315
522,3156.0
523,3148.934
524,3142.619
525,3148.53
526,3140.717
527,3146.437
528,3153.705
529,3153.81
530,3146.278
531,3135.418
532,3138.215
533,3124.477
534,3129.861
535,3132.096
536,3132.527
537,3129.387
538,3130.729
539,3132.705
540,3138.051
541,3130.398
542,3123.325
543,3133.752
544,3137.96
545,3139.014
546,3143.642
547,3141.162
548,3132.154
549,3129.962
550,3130.975
551,3126.541
552,3129.018
553,3121.589
554,3123.654
555,3125.603
556,3127.754
557,3130.601
558,3123.551
559,3128.814
560,3132.303
561,3135.419
562,3154.156
563,3173.488
564,3191.525
565,3189.582
566,3191.327
567,3203.491
568,3201.692
569,3212.116
570,3208.991
571,3224.068
572,3215.16
573,3203.897
574,3210.615
575,3210.183
576,3210.638
577,3225.202
578,3219.022
579,3213.183
580,3215.309
581,3211.976
582,3221.464
583,3219.367
584,3223.353
585,3227.558
586,3221.437
587,3223.125
588,3204.218
589,3210.241
590,3208.257
591,3208.233
592,3219.619
593,3212.559
594,3214.725
595,3218.431
596,3221.25
597,3216.831
598,3215.284
599,3203.729
600,3208.42
601,3196.851
602,3202.84
603,3209.718
604,3209.002
605,3197.71
606,3189.585
607,3190.825
608,3184.176
609,3184.53
610,3188.566
611,3178.125
612,3170.333
613,3160.637
614,3158.042
615,3166.897
616,3176.859
617,3176.564
618,3171.533
619,3171.749
620,3165.957
621,3175.594
622,3182.558
623,3193.517
624,3185.658
625,3180.194
626,3176.395
627,3172.23
628,3167.172
629,3166.595
630,3177.078
631,3182.778
632,3184.498
633,3179.608
634,3171.172
635,3175.323
636,3174.378
637,3136.384
638,3131.792
639,3145.807
640,3157.842
641,3151.046
642,3155.074
643,3159.236
644,3157.051
645,3148.982
646,3152.237
647,3147.874
648,3149.714
649,3162.325
650,3162.415
651,3169.797
652,3174.835
653,3169.732
654,3166.953
655,3179.227
656,3176.74
657,3173.452
658,3191.051
659,3198.573
660,3194.112
661,3195.074
662,3177.74
663,3174.257
664,3161.057
665,3159.808
666,3163.257
667,3165.055
668,3144.515
669,3137.284
670,3146.199
671,3150.36
672,3142.056
673,3132.794
674,3140.334
675,3145.389
676,3141.763
677,3131.353
678,3130.278
679,3123.939
680,3128.988
681,3127.482
682,3100.395
683,3104.06
684,3090.965
685,3081.345
686,3114.895
687,3112.349
688,3101.645
689,3101.107
690,3101.132
691,3085.019
692,3087.724
693,3091.773
694,3092.979
695,3101.646
696,3109.587
697,3103.494
698,3102.019
699,3093.01
700,3091.803
701,3095.371
702,3086.768
703,3087.526
704,3088.721
705,3069.473
706,3069.007
707,3063.3
708,3064.29
709,3074.936
710,3073.276
711,3081.824
712,3078.065
713,3093.279
714,3093.375
715,3098.871
716,3104.787
717,3098.927
718,3100.553
719,3097.765
720,3093.253
721,3110.133
722,3116.374
723,3124.087
724,3117.862
725,3120.485
726,3112.272
727,3103.556
728,3104.127
729,3111.455
730,3109.318
731,3102.807
732,3107.95
733,3108.997
734,3113.463
735,3129.028
736,3129.087
737,3121.029
738,3118.465
739,3120.913
740,3131.449
741,3133.301
742,3130.203
743,3130.228
744,3136.772
745,3130.633
746,3128.992
747,3126.656
748,3129.254
749,3126.664
750,3127.85
751,3139.334
752,3135.257
753,3137.091
754,3143.782
755,3142.34
756,3148.513
757,3143.293
758,3144.153
759,3139.613
760,3139.518
761,3140.954
762,3133.733
763,3131.037
764,3134.624
765,3133.167
766,3127.325
767,3123.159
768,3126.065
769,3128.804
770,3122.882
771,3123.532
772,3112.381
773,3114.899
774,3123.543
775,3119.963
776,3114.582
777,3106.123
778,3111.526
779,3114.408
780,3118.793
781,3122.108
782,3122.229
783,3128.886
784,3099.596
785,3092.965
786,3097.925
787,3092.592
788,3086.509
789,3088.825
790,3090.362
791,3081.849
792,3086.08
793,3091.088
794,3089.418
795,3094.665
796,3088.014
797,3084.4
798,3092.138
799,3093.092
800,3093.023
801,3105.267
802,3100.223
803,3102.27
804,3099.761
805,3099.596
806,3093.036
807,3090.278
808,3074.103
809,3068.434
810,3059.517
811,3063.694
812,3057.889
813,3059.196
814,3066.585
815,3064.439
816,3055.55
817,3056.517
818,3034.142
819,3043.017
820,3045.113
821,3048.021
822,3033.956
823,3018.795
824,3020.454
825,2978.715
826,2989.073
827,2981.638
828,2938.109
829,2951.328
830,2949.854
831,2935.354
832,2940.509
833,2953.183
834,2933.425
835,2942.404
836,2954.871
837,2938.526
838,2930.119
839,2915.717
840,2917.904
841,2899.751
842,2903.768
843,2921.642
844,2919.684
845,2921.553
846,2930.92
847,2922.35
848,2915.011
849,2930.285
850,2928.08
851,2924.378
852,2906.891
853,2894.704
854,2913.511
855,2907.441
856,2898.965
857,2875.096
858,2864.274
859,2849.376
860,2855.963
861,2876.097
862,2882.673
863,2884.508
864,2884.774
865,2873.603
866,2881.105
867,2899.056
868,2892.459
869,2885.189
870,2883.7
871,2866.532
872,2871.203
873,2913.957
874,2919.319
875,2949.223
876,2938.563
877,2929.506
878,2932.64
879,2924.876
880,2931.876
881,2930.352
882,2909.334
883,2900.94
884,2916.317
885,2925.266
886,2923.401
887,2922.282
888,2937.485
889,2932.788
890,2930.463
891,2936.919
892,2936.146
893,2929.29
894,2920.206
895,2922.392
896,2920.559
897,2920.285
898,2914.091
899,2922.901
900,2925.205
901,2928.962
902,2930.975
903,2926.252
904,2928.918
905,2922.407
906,2922.137
907,2915.569
908,2907.468
909,2909.723
910,2908.582
911,2898.601
912,2897.727
913,2903.77
914,2895.445
915,2890.074
916,2890.806
917,2881.182
918,2888.756
919,2901.942
920,2907.141
921,2907.809
922,2901.088
923,2901.69
924,2894.898
925,2887.34
926,2871.981
927,2859.229
928,2853.087
929,2853.894
930,2853.756
931,2855.598
932,2866.975
933,2873.636
934,2871.908
935,2864.927
936,2871.034
937,2878.032
938,2896.169
939,2897.913
940,2895.932
941,2912.811
942,2909.646
943,2906.179
944,2911.522
945,2906.077
946,2907.814
947,2927.565
948,2929.233
949,2936.102
950,2928.808
951,2927.803
952,2922.522
953,2927.264
954,2919.899
955,2919.353
956,2922.849
957,2924.174
958,2932.04
959,2941.6
960,2938.44
961,2941.178
962,2933.674
963,2932.595
964,2937.878
965,2940.501
966,2949.25
967,2941.46
968,2944.344
969,2936.417
970,2943.67
971,2943.353
972,2956.705
973,2956.034
974,2956.73
975,2962.902
976,2960.129
977,2954.424
978,2946.469
979,2946.09
980,2939.04
981,2940.255
982,2929.986
983,2934.609
984,2942.84
985,2935.882
986,2926.996
987,2932.39
988,2931.729
989,2925.049
990,2929.972
991,2929.771
992,2932.52
993,2936.301
994,2939.225
995,2931.518
996,2927.308
997,2914.213
998,2916.089
999,2914.35
1000,2913.504
1001,2903.871
1002,2904.509
1003,2908.787
1004,2901.368
1005,2901.563
1006,2905.519
1007,2905.417
1008,2900.82
1009,2910.977
1010,2910.586
1011,2908.641
1012,2911.988
1013,2921.177
1014,2916.115
1015,2912.711
1016,2902.172
1017,2889.495
1018,2893.861
1019,2901.491
1020,2890.557
1021,2887.192
1022,2887.278
1023,2870.419
1024,2878.613
1025,2892.669
1026,2894.804
1027,2898.508
1028,2901.048
1029,2901.528
1030,2917.179
1031,2924.689
1032,2922.873
1033,2929.544
1034,2931.278
1035,2940.142
1036,2940.773
1037,2939.182
1038,2943.663
1039,2950.407
1040,2949.441
1041,2959.071
1042,2952.834
1043,2951.987
1044,2952.305
1045,2960.647
1046,2962.067
1047,2969.083
1048,2968.16
1049,2965.771
1050,2962.896
1051,2967.901
1052,2964.587
1053,2969.089
1054,2967.165
1055,2968.933
1056,2965.647
1057,2959.795
1058,2956.148
1059,2960.685
1060,2962.666
1061,2965.93
1062,2963.149
1063,2968.803
1064,2968.519
1065,2961.185
1066,2956.799
1067,2957.619
1068,2947.965
1069,2949.445
1070,2958.543
1071,2953.702
1072,2952.747
1073,2955.763
1074,2961.418
1075,2958.843
1076,2959.663
1077,2961.334
1078,2931.288
1079,2925.746
1080,2934.186
1081,2933.654
1082,2926.215
1083,2913.062
1084,2915.917
1085,2924.668
1086,2926.114
1087,2918.859
1088,2928.284
1089,2927.669
1090,2930.984
1091,2931.341
1092,2931.757
1093,2927.796
1094,2921.129
1095,2924.735
1096,2925.695
1097,2923.484
1098,2925.054
1099,2931.235
1100,2934.272
1101,2933.548
1102,2929.71
1103,2927.956
1104,2925.726
1105,2926.271
1106,2930.364
1107,2929.133
1108,2923.835
1109,2920.121
1110,2919.631
1111,2919.605
1112,2910.964
1113,2916.492
1114,2921.472
1115,2921.488
1116,2921.523
1117,2930.352
1118,2932.652
1119,2937.701
1120,2940.874
1121,2933.909
1122,2944.81
1123,2950.296
1124,2950.815
1125,2945.422
1126,2948.639
1127,2960.334
1128,2968.293
1129,2968.797
1130,2968.572
1131,2972.051
1132,2983.535
1133,2992.703
1134,2991.177
1135,2989.865
1136,2996.408
1137,2994.06
1138,2992.28
1139,2988.526
1140,2989.795
1141,2996.409
1142,2993.901
1143,2996.341
1144,2994.947
1145,2992.416
1146,2986.773
1147,2984.125
1148,2981.299
1149,2981.288
1150,2981.014
1151,2972.008
1152,2975.715
1153,2976.507
1154,2977.01
1155,2980.681
1156,2981.953
1157,2985.71
1158,2984.668
1159,2984.6
1160,2971.269
1161,2971.573
1162,2967.651
1163,2972.458
1164,2978.614
1165,2975.76
1166,2978.53
1167,2982.418
1168,2979.203
1169,2978.508
1170,2981.039
1171,2986.745
1172,2986.121
1173,2984.305
1174,2982.939
1175,2984.76
1176,2982.056
1177,2984.158
1178,2986.714
1179,2977.515
1180,2979.791
1181,2975.009
1182,2979.974
1183,2983.689
1184,2980.073
1185,2985.041
1186,2983.911
1187,2983.825
1188,2977.809
1189,2973.305
1190,2973.733
1191,2969.28
1192,2969.929
1193,2969.989
1194,2973.529
1195,2969.546
1196,2973.308
1197,2974.359
1198,2976.343
1199,2976.967
1200,2975.657
1201,2977.65
1202,2974.258
1203,2972.162
1204,2970.606
1205,2973.536
1206,2975.633
1207,2976.116
1208,2979.94
1209,2980.58
1210,2986.86
1211,2987.662
1212,2982.87
1213,2978.839
1214,2972.373
1215,2972.547
1216,2966.399
1217,2968.859
1218,2968.253
1219,2973.997
1220,2974.319
1221,2968.439
1222,2968.644
1223,2966.013
1224,2963.789
